numero_dpe,date_etablissement_dpe,etiquette_dpe,etiquette_ges,type_batiment,annee_construction,type_installation_chauffage,hauteur_sous_plafond,surface_habitable_logement,code_postal_ban,code_departement_ban,coordonnee_cartographique_x_ban,coordonnee_cartographique_y_ban,nom_commune_ban,besoin_chauffage
2301E0580230R,2023-02-22,D,D,appartement,,collectif,2.5,65,1220,1,941866.52,6589663.66,Divonne-les-Bains,4539.2
2501E1606448R,2025-05-15,E,E,appartement,1975,collectif,2.5,35.8,1200,1,917475.5,6561464.22,Valserhône,5179.1
2501E1189433Q,2025-04-07,D,D,maison,,,2.6,280.3,1450,1,885961.99,6556581.72,Poncin,38604.4
2501E1993832B,2025-06-18,D,B,appartement,,individuel,2.5,35,1200,1,918291.71,6560207.94,Valserhône,2711.5
2501E2908893S,2025-09-15,D,B,maison,,,2.5,102,1300,1,909949.18,6521019.99,Belley,18949.8
2501E1946390J,2025-06-13,E,C,appartement,,individuel,2.3,21.5,1330,1,856829.11,6546791.02,Villars-les-Dombes,2981.4
2301E1935042V,2023-06-12,C,C,appartement,2004,individuel,2.5,69,1120,1,860441.09,6530026.35,Dagneux,2438.6
2201E0893234G,2022-04-27,E,E,appartement,2008,individuel,2.5,47.4,1170,1,935141.22,6585555.14,Gex,7638.1
2601E0031194A,2026-01-07,D,D,maison,2004,,2.5,110,1500,1,881809.24,6543815.26,Ambérieu-en-Bugey,11146.3
2401E4397479Z,2024-12-11,C,B,maison,,,2.3,112,1390,1,851594.03,6537804.54,Saint-André-de-Corcy,10421.7
2401E3000927L,2024-08-29,B,A,maison,,,2.5,120,1800,1,870529.14,6527375.69,Saint-Maurice-de-Gourdans,9069.8
2601E0076359D,2026-01-12,E,E,appartement,,individuel,2.4,82.1,1110,1,901297.93,6546114.53,Plateau d'Hauteville,14068.5
2601E0011978Y,2026-01-05,C,C,maison,1840,,2.4,216,1380,1,848550.17,6580592.97,Bâgé-le-Châtel,19574.6
2501E3412548B,2025-10-29,C,A,appartement,1992,individuel,2.4,86.5,1200,1,918081.99,6560355.45,Valserhône,3953.6
2601E0035416K,2026-01-07,D,B,appartement,1993,individuel,2.5,74.5,1120,1,858952.47,6529721.71,Montluel,5551.9
2501E1764947U,2025-05-28,E,B,appartement,1956,individuel,2.5,23.4,1000,1,870701.08,6569542.86,Bourg-en-Bresse,2608.5
2301E3502214R,2023-10-18,D,B,appartement,,individuel,2.5,105.3,1210,1,939727.13,6578392.35,Ferney-Voltaire,8206.2
2501E1321100T,2025-04-17,D,B,appartement,,individuel,2.4,41.9,1700,1,851328.38,6526546.79,Miribel,2713
2401E0737365J,2024-02-28,D,B,appartement,,individuel,2.5,21.9,1100,1,904497.81,6576182.88,Oyonnax,1809
2201E2007144Y,2022-09-06,D,B,appartement,1991,individuel,2.5,53.1,1210,1,939791.81,6578034.82,Ferney-Voltaire,3130.1
2401E1925879L,2024-05-30,G,C,appartement,,individuel,2.5,52.6,1600,1,837421.87,6539470.2,Trévoux,19835.2
2401E4281264E,2024-12-03,E,B,appartement,1945,mixte (collectif-individuel),2.5,35.3,1140,1,839232.87,6565351.48,Thoissey,4287.2
2201E1889105Z,2022-08-19,D,D,appartement,2014,collectif,2.5,68.9,1220,1,940855.03,6588241.05,Divonne-les-Bains,8029.1
2201E0042872A,2022-01-10,D,D,maison,1948,,2.5,73,1540,1,853584.53,6571701.63,Vonnas,7764.8
2401E2370814I,2024-07-01,D,D,appartement,1969,individuel,2.5,54.7,1000,1,870802.92,6569456.84,Bourg-en-Bresse,4979.1
2501E1713787C,2025-05-23,F,F,appartement,1974,collectif,2.5,67.4,1210,1,939789.1,6578539.17,Ornex,8768
2201E1788188O,2022-08-04,B,A,appartement,,individuel,2.5,65,1630,1,932742.21,6575769.93,Saint-Genis-Pouilly,900.2
2501E3951537K,2025-12-17,B,B,maison,2018,,2.5,117.5,1440,1,870166.78,6574691.16,Viriat,3766.8
2501E2067911G,2025-06-24,B,A,appartement,,individuel,2.5,102.5,1200,1,918618.97,6560595.82,Valserhône,5674.6
2501E1990293Y,2025-06-18,D,D,maison,1840,,2.5,321,1210,1,938515.63,6579181.66,Ornex,33695.5
2501E0882330Z,2025-03-15,E,B,maison,1980,,2.6,90,1390,1,851565.2,6538007.56,Saint-André-de-Corcy,11570.9
2401E4548862K,2024-12-23,D,D,appartement,,individuel,2.8,45,1000,1,870869.25,6569476.7,Bourg-en-Bresse,26929.6
2201E1279913N,2022-06-10,E,C,appartement,,individuel,2.7,58,1200,1,918388.29,6561004.92,Valserhône,8274.1
2501E2056649C,2025-06-23,C,A,appartement,2011,individuel,2.5,73.6,1220,1,941578.72,6588683.04,Divonne-les-Bains,3427.1
2401E1298717V,2024-04-10,D,B,appartement,,individuel,2.5,51.2,1000,1,871296.65,6569975.76,Bourg-en-Bresse,4770.3
2501E0109907K,2025-01-13,E,B,appartement,1921,individuel,2.3,46,1600,1,837285.92,6539509.25,Trévoux,5155.4
2501E0877973K,2025-03-14,C,C,appartement,2020,collectif,2.5,109.1,1210,1,938725.92,6576876.7,Ferney-Voltaire,4653
2101E0616462D,2021-11-03,D,D,appartement,1978,collectif,2.5,66,1210,1,939466.66,6578157.81,Ferney-Voltaire,4172.3
2669E0055764Q,2026-01-09,D,D,appartement,1997,collectif,2.5,88.9,1000,1,870883.06,6569715.61,Bourg-en-Bresse,7140.4
2501E3751555U,2025-11-28,C,A,appartement,2010,individuel,2.5,43.8,1630,1,932745.66,6575998.1,Saint-Genis-Pouilly,1054
2301E1997089G,2023-06-15,D,D,appartement,,collectif,2.5,52.6,1630,1,933856.85,6576631.31,Saint-Genis-Pouilly,1016.2
2401E0207138A,2024-01-19,G,C,appartement,,individuel,2.5,85.3,1390,1,851205.67,6538116.63,Saint-André-de-Corcy,21041.7
2301E1337613U,2023-04-17,C,C,appartement,2010,individuel,2.5,67.1,1210,1,938955.76,6577484.76,Ferney-Voltaire,4071.1
2501E2410585A,2025-07-22,F,E,appartement,,collectif,2.5,21.2,1000,1,871580.01,6569733.22,Bourg-en-Bresse,4815
2501E3918513G,2025-12-15,D,B,appartement,1978,individuel,2.4,52,1700,1,853514.63,6526771.34,Saint-Maurice-de-Beynost,3679.2
2401E1782898E,2024-05-22,C,B,maison,,,2.5,151,1500,1,882238.46,6542543.18,Ambérieu-en-Bugey,32694.5
2501E2871289K,2025-09-11,A,A,maison,2019,,2.5,99.1,1200,1,917267.16,6560397.8,Valserhône,5420.9
2401E2216103X,2024-06-20,E,E,appartement,1921,individuel,2.5,68.9,1600,1,837412.03,6539470.2,Trévoux,13828.3
2501E2650430V,2025-08-20,D,B,maison,1971,,2.6,221.4,1250,1,884765.05,6568504.59,Villereversure,28298.5
2601E0076796Y,2026-01-12,C,C,appartement,2013,collectif,2.5,79.5,1360,1,862785.46,6527959.61,Balan,1952.2
2501E3355097K,2025-10-23,E,C,maison,1990,,2.5,147,1550,1,927792.88,6563721,Pougny,21288.9
2301E1555316Z,2023-05-11,E,B,appartement,,individuel,2.5,50,1300,1,908630.06,6521457.89,Belley,5189.8
2401E4414621H,2024-12-12,D,B,appartement,,individuel,2.7,48.4,1140,1,838951.87,6565200.88,Thoissey,4758
2501E2004816N,2025-06-19,C,C,appartement,2012,individuel,2.5,103.1,1390,1,845617.63,6537344.57,Civrieux,6822
2401E2912137L,2024-08-20,D,B,appartement,,individuel,2.5,26.3,1000,1,870831.47,6569465.09,Bourg-en-Bresse,2167.1
2501E3858252N,2025-12-09,E,C,maison,1985,,2.5,100.1,1510,1,896782.78,6529540.82,Ordonnaz,16960.4
2601E0041589V,2026-01-08,D,D,appartement,1982,individuel,2.5,73,1800,1,870188.97,6536445.33,Meximieux,2872.5
2401E3068002G,2024-09-04,B,B,appartement,2013,collectif,2.5,131.6,1630,1,932662.96,6576460.36,Saint-Genis-Pouilly,3221.3
2401E3633895J,2024-10-16,G,G,maison,,,2.4,87.3,1300,1,902192.37,6520032.54,Ambléon,26890.7
2601E0050647F,2026-01-08,E,E,appartement,1982,individuel,2.5,36,1800,1,870188.97,6536445.33,Meximieux,4062.2
2401E1827284I,2024-05-24,F,C,maison,,,2.3,113.6,1330,1,861594.49,6549060.46,Le Plantay,21674.4
2601E0050815R,2026-01-08,E,B,appartement,1900,individuel,2.5,82,1430,1,896062.89,6561927.72,Maillat,8962.4
2201E1652789X,2022-07-20,C,B,maison,2011,,2.5,88.3,1600,1,841370.42,6537245.51,Parcieux,6040.3
2401E1769642I,2024-05-21,E,B,appartement,,individuel,2.2,39.3,1000,1,871025.21,6570149.32,Bourg-en-Bresse,4363.4
2501E3359218X,2025-10-24,D,B,appartement,2008,individuel,2.5,16.4,1220,1,939534.63,6586287.51,Grilly,906.2
2401E2196245D,2024-06-19,C,C,appartement,2017,collectif,2.5,60.5,1280,1,937019.07,6576704.77,Prévessin-Moëns,2152.2
2401E4176154M,2024-11-26,F,E,appartement,1962,collectif,2.5,55.4,1000,1,872153.99,6568734.24,Bourg-en-Bresse,12497.4
2501E2379002H,2025-07-18,D,D,maison,1999,,2.5,108.9,1630,1,932517.89,6575713.78,Saint-Genis-Pouilly,17362.3
2201E0597670K,2022-03-02,D,D,appartement,1900,individuel,2.8,85.4,1000,1,871715.29,6569993.44,Bourg-en-Bresse,5710.4
2201E2605173B,2022-11-04,D,B,appartement,,individuel,2.5,34,1170,1,935687.21,6586005.41,Gex,2531.9
2501E1315653G,2025-04-16,G,F,appartement,1978,collectif,2.5,31.1,1210,1,939073.49,6577196.54,Ferney-Voltaire,4087.8
2401E1571980Y,2024-04-30,E,B,maison,,,2.8,113.9,1330,1,847418.77,6545749.78,Ambérieux-en-Dombes,29627.3
2501E3663579C,2025-11-21,E,C,maison,1900,,2.5,210.2,1190,1,848841.86,6594036.07,Pont-de-Vaux,32298.7
2601E0079757V,2026-01-12,F,F,maison,1972,,2.6,82.9,1290,1,841937.18,6571723.23,Cormoranche-sur-Saône,14875.1
2301E2825567U,2023-08-25,D,B,appartement,2009,individuel,2.5,36.4,1170,1,935541.87,6585102.57,Cessy,1895.4
2201E1786860M,2022-08-04,C,C,appartement,,individuel,2.5,101,1210,1,940013.09,6577635.56,Ferney-Voltaire,4929.2
2601E0024937J,2026-01-06,C,C,appartement,2006,collectif,2.5,59.8,1500,1,881426.42,6542219.17,Ambérieu-en-Bugey,2026.3
2601E0049615N,2026-01-08,D,D,appartement,1982,individuel,2.5,91,1800,1,870188.97,6536445.33,Meximieux,6798.2
2501E1957940P,2025-06-16,G,G,maison,,,2.8,109.5,1090,1,836481.99,6557089.82,Guéreins,30215.6
2501E1064488B,2025-03-27,G,G,appartement,1969,collectif,2.5,36.2,1630,1,932362.35,6575524.24,Saint-Genis-Pouilly,12460.5
2501E1987214N,2025-06-17,C,C,appartement,2006,collectif,2.5,90.7,1220,1,941812.13,6589229.15,Divonne-les-Bains,4827.9
2401E2777414U,2024-08-01,D,B,maison,,,2.7,126,1150,1,876796.37,6534857.9,Sainte-Julie,13511.1
2301E3540234Z,2023-10-20,F,F,maison,,,2.5,93.5,1500,1,879796.67,6551287.65,Ambronay,17269.4
2601E0068556A,2026-01-11,C,C,appartement,2002,individuel,2.5,119.9,1210,1,939315.86,6577475.15,Ferney-Voltaire,5608
2501E0776661U,2025-03-07,D,B,immeuble,,individuel,2.6,,1420,1,919205.33,6543913.23,Seyssel,17532.9
2501E3881717A,2025-12-11,F,C,appartement,1900,individuel,2.6,44.1,1200,1,915950.33,6564184.11,Valserhône,7297.5
2501E1855375U,2025-06-05,D,B,appartement,1979,individuel,2.5,38,1200,1,917923.52,6560150.76,Valserhône,1933.2
2501E0604997I,2025-02-22,C,A,appartement,1988,individuel,2.5,35.9,1210,1,939759.02,6578357.82,Ferney-Voltaire,1565.4
2301E1367189I,2023-04-25,D,D,maison,,,2.5,180,1210,1,940288.77,6577608.44,Ferney-Voltaire,22962.3
2201E2966207Z,2022-12-08,F,C,appartement,,individuel,2.5,22.3,1000,1,871685.47,6570046.82,Bourg-en-Bresse,3576.2
2601E0079362Q,2026-01-12,E,C,immeuble,,individuel,2.5,,1220,1,938856.69,6583865.86,Sauverny,64505.8
2501E1692564V,2025-05-22,D,B,appartement,,individuel,2.5,44.6,1230,1,889145.18,6541779.83,Saint-Rambert-en-Bugey,3674.8
2401E0242842G,2024-01-23,D,D,maison,1993,,2.5,100.9,1330,1,857348.97,6547046,Villars-les-Dombes,12271.6
2501E3602802N,2025-11-16,D,B,appartement,,individuel,2.5,84.1,1000,1,872044.74,6569029.33,Bourg-en-Bresse,6502.4
2501E0091850X,2025-01-10,D,D,appartement,,individuel,2.5,67.3,1600,1,840214.64,6535196.27,Massieux,3742.4
2501E3862492P,2025-12-09,B,A,maison,,,2.4,141.4,1350,1,915410.8,6526898.53,Lavours,9552
2301E2681304F,2023-08-09,E,E,appartement,,collectif,2.5,73.8,1220,1,941354.12,6589523.55,Divonne-les-Bains,8707
2601E0042253J,2026-01-08,D,B,maison,,,2.5,120.2,1700,1,848416.5,6531719.6,Miribel,15785.5
2201E0108596W,2022-01-19,C,B,appartement,2010,individuel,2.5,61,1630,1,932752.51,6576004.26,Saint-Genis-Pouilly,3481.6
2201E0586416O,2022-03-23,F,F,appartement,1919,individuel,2.5,73.1,1210,1,939850.96,6577618.16,Ferney-Voltaire,12177
2301E2316767O,2023-07-10,B,A,appartement,,individuel,2.5,54,1000,1,871406.23,6570121.93,Bourg-en-Bresse,2087.1
2601E0074639Z,2026-01-12,C,A,maison,,,2.7,158.4,1800,1,867927.62,6534999.2,Bourg-Saint-Christophe,18355
2301E4126534Z,2023-12-01,C,A,maison,,,2.4,288,1300,1,903331.66,6510998.22,Groslée-Saint-Benoit,29946
2501E0333448D,2025-01-30,D,B,appartement,,individuel,2.7,41,1420,1,919205.33,6543913.23,Seyssel,3669.2
2601E0013431V,2026-01-05,F,C,maison,,,2.5,111,1700,1,850213.46,6526208.44,Neyron,22547.1
2401E3574502A,2024-10-11,C,B,appartement,1989,individuel,2.5,30.9,1210,1,939457.78,6578142.68,Ferney-Voltaire,1378.6
2501E3882387U,2025-12-11,B,A,maison,2016,,2.5,90,1120,1,860168.68,6530062.55,Dagneux,7366.2
2501E3568517W,2025-11-12,D,D,appartement,1968,collectif,2.5,107,1360,1,871378.37,6521721.7,Loyettes,12333.6
2101E0625712X,2021-11-04,D,D,appartement,1989,individuel,2.5,71.8,1800,1,870255.79,6536089.36,Meximieux,9141.3
2201E0752056I,2022-04-11,D,B,maison,1998,,2.5,71.1,1350,1,915884.23,6531027.5,Culoz,6429.5
2501E0687862L,2025-02-28,C,C,appartement,2018,individuel,2.6,61,1210,1,939805.34,6578059.24,Ferney-Voltaire,1828.8
2601E0022929D,2026-01-06,F,F,maison,1900,,2.6,163.5,1000,1,873895.94,6569316.57,Bourg-en-Bresse,33053.4
2401E1377322C,2024-04-17,F,C,appartement,,individuel,2.4,38.7,1000,1,871520.59,6569761.43,Bourg-en-Bresse,6758.2
2501E3862064D,2025-12-09,D,B,maison,1964,,2.5,102.8,1630,1,929458.27,6568692.55,Challex,16108.6
2501E1643341Q,2025-05-19,E,B,maison,1947,,2.5,70.6,1600,1,841686.23,6538107.13,Reyrieux,8824.6
2501E3385460F,2025-10-27,D,D,appartement,2007,individuel,2.5,63.7,1000,1,871162.57,6568915.25,Bourg-en-Bresse,4054.1
2201E0977078A,2022-05-06,C,A,appartement,1996,individuel,2.5,65.4,1100,1,903289.38,6576443.47,Oyonnax,1931.6
2301E0334103G,2023-02-01,D,D,appartement,2015,individuel,2.5,72.2,1630,1,933412.03,6576857.15,Saint-Genis-Pouilly,6695.9
2601E0049912Y,2026-01-08,D,B,maison,1961,,2.6,54.2,1800,1,872730.3,6538620.56,Villieu-Loyes-Mollon,5923.7
2401E4397079P,2024-12-11,D,B,appartement,,individuel,2.5,25,1290,1,845352.51,6575232.91,Pont-de-Veyle,2702.3
2301E0582278L,2023-02-22,D,D,maison,2011,,2.5,88,1800,1,872357.91,6537605.87,Villieu-Loyes-Mollon,9282.7
2501E0478359Q,2025-02-12,C,C,appartement,2020,collectif,2.5,45.1,1210,1,938767.26,6576980.46,Ferney-Voltaire,1640.5
2301E1891311W,2023-06-07,D,B,appartement,,individuel,2.5,72.2,1410,1,917070.39,6569985.58,Champfromier,6978.2
2401E0315216W,2024-01-29,D,B,appartement,,individuel,2.5,53.2,1210,1,939709.92,6577451,Ferney-Voltaire,2834.2
2401E0945931D,2024-03-15,C,C,appartement,2015,collectif,2.5,90.8,1210,1,939710.1,6578460.7,Ornex,5419.9
2401E0182271P,2024-01-17,C,C,appartement,1965,collectif,2.6,72.2,1210,1,939437.77,6577881.49,Ferney-Voltaire,4663.5
2501E0328184R,2025-01-30,C,B,maison,,,2.5,101.4,1340,1,866741.04,6580804.19,Bresse Vallons,8506.1
2401E0708594U,2024-02-27,C,C,appartement,2020,individuel,2.5,47,1210,1,939850.98,6578520.05,Ferney-Voltaire,1055
2501E1857391I,2025-06-05,C,C,maison,,,2.8,155.1,1200,1,918658.27,6560558.11,Valserhône,14564.9
2501E1669549Q,2025-05-20,D,B,maison,,,2.4,75.4,1350,1,915884.85,6531025.41,Culoz-Béon,6548.1
2201E0864774Q,2022-04-25,B,A,appartement,1947,individuel,2.5,73.7,1550,1,924086.95,6564126.18,Collonges,6447.7
2201E1075018Y,2022-05-17,C,A,appartement,1955,individuel,2.5,19.7,1000,1,870407.87,6569449.99,Bourg-en-Bresse,787.2
2601E0013341J,2026-01-05,F,F,maison,,,2.6,142.5,1250,1,878798.41,6562614.36,Tossiat,29699.6
2501E3378385C,2025-10-27,C,B,maison,,,2.5,108.2,1800,1,871820.87,6529828.95,Saint-Jean-de-Niost,7162.3
2201E1331944S,2022-06-15,D,B,appartement,1949,individuel,2.5,19,1220,1,940662.74,6587778.63,Divonne-les-Bains,1157.5
2601E0071246M,2026-01-12,G,C,appartement,1974,individuel,2.6,80.2,1150,1,881453.67,6535879.77,Lagnieu,18401.6
2401E0007113T,2024-01-02,D,D,maison,,,2.5,102.7,1630,1,933597.89,6576313.96,Saint-Genis-Pouilly,12039.4
2201E0344195J,2022-02-21,C,C,appartement,2012,collectif,2.5,62.2,1700,1,851169.89,6526658.96,Miribel,3394
2500E0032476G,2025-01-06,B,B,appartement,,collectif,2.5,76.3,1000,1,870806.51,6568638.95,Bourg-en-Bresse,883.6
2301E1579535M,2023-05-12,D,B,appartement,1990,individuel,2.5,54,1200,1,918291.71,6560207.94,Valserhône,4546.9
2601E0007932I,2026-01-05,D,B,maison,,,2.5,94.1,1640,1,886554.06,6552319.02,Jujurieux,7677.4
2501E3786472T,2025-12-02,B,A,maison,2021,,2.5,156.6,1100,1,903145.69,6576976.69,Oyonnax,7894.9
2601E0006370G,2026-01-04,C,C,appartement,1993,individuel,2.5,84.1,1480,1,835856.2,6544237.45,Jassans-Riottier,3146.9
2101E0888896J,2021-12-09,D,B,appartement,1947,individuel,2.8,87,1200,1,917463.4,6559658.73,Valserhône,7509.6
2401E0496166M,2024-02-12,D,B,maison,,,2,49.4,1230,1,892854.42,6535863.68,Arandas,4343
2601E0041591X,2026-01-08,D,D,appartement,1982,individuel,2.5,44,1800,1,870188.97,6536445.33,Meximieux,2848.3
2501E3362218H,2025-10-24,C,C,appartement,2018,collectif,2.5,65.2,1210,1,940144.13,6578028.17,Ferney-Voltaire,1350.2
2401E2234884G,2024-06-21,D,D,appartement,,collectif,2.5,90,1000,1,872445.09,6569397.61,Bourg-en-Bresse,6539.4
2601E0023244G,2026-01-06,E,E,appartement,1977,collectif,2.5,76,1000,1,872755.35,6569601.27,Bourg-en-Bresse,10287.7
2401E0562523R,2024-02-16,D,B,appartement,1960,individuel,2.5,59,1600,1,838365.03,6539160.12,Trévoux,5206.1
2501E2558834X,2025-08-06,C,C,appartement,2016,collectif,2.4,43.1,1220,1,941581.53,6587495.05,Divonne-les-Bains,1734
2501E3682337O,2025-11-24,D,B,maison,,,2.5,152.8,1390,1,854105.92,6541029.13,Saint-Marcel,21884.7
2301E0381908X,2023-02-06,D,B,appartement,,individuel,2.1,40.2,1640,1,886303.27,6551686.97,Jujurieux,2426.6
2401E2596416I,2024-07-18,D,B,appartement,2009,individuel,2.5,32.6,1170,1,935160.59,6586682.48,Gex,2097.8
2301E2865091Y,2023-08-30,E,B,appartement,1949,individuel,2.7,43,1700,1,851717.69,6526796.25,Miribel,4368.7
2501E0406006V,2025-02-06,E,C,appartement,1969,individuel,2.5,52.5,1100,1,904608.69,6576680.85,Oyonnax,6436.6
2201E2591525D,2022-11-03,E,E,maison,,,2.5,124,1210,1,940194.2,6577609.82,Ferney-Voltaire,21671.8
2601E0035328A,2026-01-07,B,A,maison,2025,,2.5,102.9,1320,1,875820.1,6545997.28,Villette-sur-Ain,7483.8
2501E3263736N,2025-10-15,D,B,appartement,1989,individuel,2.4,32.1,1170,1,935470.74,6586739.4,Gex,2731.6
2601E0049389V,2026-01-08,E,D,appartement,,collectif,2.6,77,1290,1,845058.27,6575517.14,Pont-de-Veyle,8983.2
2201E1799120A,2022-08-05,C,C,appartement,2010,collectif,2.5,87.5,1210,1,940141.17,6577896.35,Ferney-Voltaire,4424.1
2201E2537953R,2022-10-27,D,D,appartement,,collectif,2.5,19.3,1000,1,870334.61,6568897.91,Bourg-en-Bresse,563.1
2601E0048475R,2026-01-08,D,D,appartement,,collectif,2.4,88,1600,1,838136.83,6539457.32,Trévoux,6849.2
2301E3395814J,2023-10-10,C,A,appartement,,individuel,2.4,30.8,1220,1,941215.12,6589135.59,Divonne-les-Bains,1129.2
2401E2286000G,2024-06-25,C,C,appartement,,collectif,2.5,60.1,1700,1,851869.79,6526961.2,Miribel,4027.9
2501E3606146D,2025-11-17,D,B,appartement,1966,individuel,2.6,86.5,1440,1,870950.49,6574064.23,Viriat,9181.2
2301E2662732X,2023-08-07,D,B,appartement,,individuel,2.5,91.4,1120,1,858873.89,6529979.95,Montluel,10326.9
2301E3636098B,2023-10-26,E,C,maison,,,2.5,56.6,1500,1,883312.43,6541511.84,Ambérieu-en-Bugey,7515.3
2201E0276813T,2022-02-11,F,E,appartement,1960,collectif,2.5,84.9,1700,1,852900.67,6527191.89,Miribel,15541.8
2501E3784977G,2025-12-02,C,A,maison,1980,,2.5,177.3,1240,1,876631.88,6564293.29,Certines,25114.6
2501E3176433S,2025-10-07,D,B,appartement,,individuel,2.8,53.6,1600,1,837522.04,6539433.91,Trévoux,5139.6
2501E0591638N,2025-02-21,E,B,maison,,,2.7,105,1410,1,916289.53,6569816.43,Champfromier,14688.9
2201E1098771N,2022-05-06,E,E,appartement,1949,collectif,2.5,90.5,1220,1,941218.71,6588723.84,Divonne-les-Bains,9859.5
2301E2422786F,2023-07-19,C,A,maison,,,2.5,97.3,1200,1,922713.48,6559514.8,Léaz,9155.5
2501E2566158P,2025-08-06,C,A,maison,1976,,2.5,158.9,1600,1,839527.9,6540642.23,Sainte-Euphémie,22276.8
2301E0388106H,2023-02-06,C,A,maison,,,2.4,60,1480,1,835550.4,6546178.4,Beauregard,2489.3
2601E0041568A,2026-01-08,D,D,appartement,1982,individuel,2.5,102,1800,1,870188.97,6536445.33,Meximieux,9400.7
2301E3218850B,2023-09-27,E,E,appartement,,collectif,2.5,68.4,1200,1,918009.48,6561036.48,Valserhône,8492.1
2201E2372056A,2022-10-12,C,A,appartement,,individuel,2.5,47,1000,1,871162.09,6569404.16,Bourg-en-Bresse,802.9
2401E2661652K,2024-07-23,B,A,appartement,,individuel,2.5,40.2,1200,1,918205.1,6560504.98,Valserhône,1397
2501E3360197O,2025-10-24,C,C,maison,1987,,2.4,137.8,1480,1,836490.07,6543117.46,Jassans-Riottier,14430.7
2501E0509440B,2025-02-14,C,B,maison,,,2.4,101,1200,1,917419.68,6558461.39,Valserhône,6116.4
2201E1812111R,2022-08-08,D,D,appartement,2010,collectif,2.5,82.1,1210,1,940048.22,6577860.56,Ferney-Voltaire,10126.8
2501E0207960R,2025-01-21,D,B,appartement,1967,individuel,2.5,43.9,1200,1,918030.18,6560261.14,Valserhône,2861.2
2401E0032103X,2024-01-04,D,D,appartement,,individuel,2.5,81.3,1990,1,846551.46,6553880.92,Saint-Trivier-sur-Moignans,8730.7
2401E3575086M,2024-10-11,C,C,appartement,,collectif,2.5,61.9,1630,1,933127.8,6575792.81,Saint-Genis-Pouilly,581.6
2501E1939075A,2025-06-13,D,B,appartement,1990,individuel,2.4,45.6,1170,1,935547.96,6585888.21,Gex,3353.1
2501E3404928Z,2025-10-28,D,D,appartement,1973,collectif,2.4,66.6,1210,1,938847.56,6577348.26,Ferney-Voltaire,5342.3
2601E0028876W,2026-01-06,C,C,appartement,2018,individuel,2.5,67,1700,1,851880.53,6527094.77,Miribel,2651.2
2501E2894835A,2025-09-12,E,B,appartement,1974,individuel,2.6,66.2,1360,1,871464.04,6521869.18,Loyettes,7565.5
2501E2430963U,2025-07-23,C,C,appartement,2018,individuel,2.5,62.6,1210,1,939873.62,6578077.17,Ferney-Voltaire,2447.4
2401E2516210M,2024-07-11,C,C,appartement,2014,collectif,2.5,58.4,1210,1,938649.62,6577044.97,Ferney-Voltaire,2162.1
2401E0783336M,2024-03-03,B,A,maison,,,2.7,195,1470,1,891173.85,6523217.02,Briord,17153.4
2301E2696720D,2023-08-10,E,B,maison,,,2.5,96.7,1210,1,938665.14,6577352.65,Ferney-Voltaire,10880
2501E3843128V,2025-12-08,A,A,maison,1900,,2.5,132.4,1990,1,846699.09,6554262.26,Saint-Trivier-sur-Moignans,5823.1
2601E0049804U,2026-01-08,D,D,appartement,1982,individuel,2.5,76,1800,1,870188.97,6536445.33,Meximieux,5320.4
2501E2712440V,2025-08-27,D,D,maison,,,2.4,158.5,1500,1,883147.18,6542309.25,Ambérieu-en-Bugey,22379.5
2601E0041573F,2026-01-08,D,D,appartement,1982,individuel,2.5,74,1800,1,870188.97,6536445.33,Meximieux,2810
2501E3514078B,2025-11-06,C,C,appartement,2007,individuel,2.5,147.3,1210,1,939501.7,6577380.11,Ferney-Voltaire,4950.3
2301E1954515U,2023-06-13,C,A,appartement,,individuel,2.5,49,1200,1,918114.21,6560133.25,Valserhône,898
2201E1288843Z,2022-06-11,E,B,appartement,,individuel,2.5,46.1,1630,1,933812.31,6576003.25,Saint-Genis-Pouilly,4061.7
2501E2690104T,2025-08-25,G,C,maison,,,2.5,96.6,1160,1,877168,6547454.7,Priay,23908.9
